2	3	3	4	0.100000	0.039922	0.139922	0.977017	0.959327	0.014330	0.025592	-2.100000	-2.060078	1.773282e-08	4.246859e-10	-21.579671	-1796384064
1	3	3	4	4.200000	0.040132	4.240132	0.976685	0.959327	0.014540	0.025592	1.700000	1.740132	1.056574e-07	5.482465e-13	-28.232051	-1796384064
2	3	3	5	3.900000	0.040008	3.940008	0.977017	0.959194	0.014330	0.025677	1.700000	1.740008	1.056574e-07	8.920164e-13	-27.745292	-1796384064
1	3	3	5	3.600000	0.040217	3.640217	0.976685	0.959194	0.014540	0.025677	1.100000	1.140217	6.295385e-07	1.451342e-12	-27.258532	-1796384064
2	3	3	6	5.400000	0.040202	5.440202	0.977017	0.958891	0.014330	0.025872	3.300000	3.340202	6.295385e-07	7.823264e-14	-30.179089	-1796384064
1	3	3	6	5.400000	0.040412	5.440412	0.976685	0.958891	0.014540	0.025872	3.000000	3.040412	3.750978e-06	7.823264e-14	-30.179089	-1796384064
2	3	3	8	6.300000	0.041202	6.341202	0.977017	0.957336	0.014330	0.026872	4.100000	4.141202	2.234944e-05	1.816340e-14	-31.639368	-1796384064
1	3	3	8	6.500000	0.041412	6.541412	0.976685	0.957336	0.014540	0.026872	4.000000	4.041412	1.331646e-04	1.313003e-14	-31.963874	-1796384064
2	3	3	9	6.800000	0.041654	6.841654	0.977017	0.956635	0.014330	0.027324	4.500000	4.541654	1.331646e-04	8.069912e-15	-32.450634	-1796384064
1	3	3	9	7.300000	0.041864	7.341864	0.976685	0.956635	0.014540	0.027324	4.700000	4.741864	7.934346e-04	3.585424e-15	-33.261900	-1796384064
2	4	3	4	3.900000	0.041785	3.941785	0.974069	0.959327	0.016193	0.025592	1.700000	1.741785	1.056574e-07	8.920164e-13	-27.745292	-1796384064
1	4	3	4	5.800000	0.041992	5.841992	0.973741	0.959327	0.016400	0.025592	3.300000	3.341992	6.295385e-07	4.088136e-14	-30.828102	-1796384064
3	4	4	5	2.200000	0.002790	2.202790	0.995744	0.999739	0.002629	0.000161	-0.900000	-0.897210	1.773282e-08	1.406983e-11	-24.986988	-1796384064
2	4	3	5	-0.800795	0.041870	-0.758925	0.974069	0.959194	0.016193	0.025677	-3.000000	-2.958130	6.295385e-07	1.831551e-09	-20.118103	-1796384064
1	4	3	5	3.299065	0.042078	3.341142	0.973741	0.959194	0.016400	0.025677	0.800000	0.842078	3.750978e-06	2.364970e-12	-26.770256	-1796384064
3	4	5	6	2.700000	0.002898	2.702898	0.995744	0.999564	0.002629	0.000269	-0.900000	-0.897102	1.773282e-08	6.251161e-12	-25.798254	-1796384064
3	4	4	6	5.900000	0.002976	5.902976	0.995744	0.999437	0.002629	0.000347	2.900000	2.902976	1.056574e-07	3.475839e-14	-30.990355	-1796384064
2	4	3	6	2.472331	0.042065	2.514396	0.974069	0.958891	0.016193	0.025872	0.800000	0.842065	3.750978e-06	9.044592e-12	-25.428854	-1796384064
1	4	3	6	2.567179	0.042272	2.609451	0.973741	0.958891	0.016400	0.025872	0.200000	0.242272	2.234944e-05	7.754506e-12	-25.582747	-1796384064
3	4	6	8	6.600000	0.003774	6.603774	0.995744	0.998143	0.002629	0.001146	2.900000	2.903774	1.056574e-07	1.116349e-14	-32.126127	-1796384064
3	4	5	8	7.500000	0.003857	7.503857	0.995744	0.998009	0.002629	0.001228	3.800000	3.803857	6.295385e-07	2.591846e-15	-33.586406	-1796384064
3	4	4	8	7.300000	0.003936	7.303936	0.995744	0.997882	0.002629	0.001307	4.200000	4.203936	3.750978e-06	3.585424e-15	-33.261900	-1796384064
2	4	3	8	4.269260	0.043065	4.312325	0.974069	0.957336	0.016193	0.026872	2.100000	2.143065	1.331646e-04	4.899718e-13	-28.344429	-1796384064
1	4	3	8	6.088129	0.043272	6.131401	0.973741	0.957336	0.016400	0.026872	3.700000	3.743272	7.934346e-04	2.561495e-14	-31.295600	-1796384064
3	4	8	9	2.300000	0.004021	2.304021	0.995744	0.997743	0.002629	0.001392	-0.900000	-0.895979	1.773282e-08	1.196254e-11	-25.149241	-1796384064
3	4	6	9	7.600000	0.004208	7.604208	0.995744	0.997441	0.002629	0.001579	3.800000	3.804208	6.295385e-07	2.203655e-15	-33.748659	-1796384064
3	4	5	9	8.000000	0.004290	8.004290	0.995744	0.997307	0.002629	0.001662	4.200000	4.204290	3.750978e-06	1.151545e-15	-34.397672	-1796384064
3	4	4	9	7.800000	0.004369	7.804369	0.995744	0.997180	0.002629	0.001740	4.600000	4.604369	2.234944e-05	1.592987e-15	-34.073166	-1796384064
2	4	3	9	4.613245	0.043517	4.656762	0.974069	0.956635	0.016193	0.027324	2.500000	2.543517	7.934346e-04	2.804011e-13	-28.902555	-1796384064
1	4	3	9	5.609843	0.043724	5.653567	0.973741	0.956635	0.016400	0.027324	3.100000	3.143724	4.727520e-03	5.565709e-14	-30.519567	-1796384064
2	5	3	4	5.800000	0.445589	6.245589	0.505879	0.959327	0.419997	0.025592	3.300000	3.745589	6.295385e-07	4.088136e-14	-30.828102	-1796384064
1	5	3	4	6.500000	0.445982	6.945982	0.505556	0.959327	0.420390	0.025592	3.700000	4.145982	3.750978e-06	1.313003e-14	-31.963874	-1796384064
4	5	4	5	2.500000	0.394030	2.894030	0.527786	0.999739	0.393869	0.000161	-0.900000	-0.505970	1.773282e-08	8.647529e-12	-25.473747	-1796384064
3	5	4	5	6.300000	0.395163	6.695163	0.526816	0.999739	0.395002	0.000161	2.900000	3.295163	1.056574e-07	1.816340e-14	-31.639368	-1796384064
2	5	3	5	2.872331	0.445674	3.318006	0.505879	0.959194	0.419997	0.025677	0.800000	1.245674	3.750978e-06	4.726355e-12	-26.077867	-1796384064
1	5	3	5	5.074639	0.446067	5.520706	0.505556	0.959194	0.420390	0.025677	2.400000	2.846067	2.234944e-05	1.326344e-13	-29.651180	-1796384064
4	5	5	6	3.000000	0.394138	3.394138	0.527786	0.999564	0.393869	0.000269	-0.900000	-0.505862	1.773282e-08	3.842057e-12	-26.285013	-1796384064
4	5	4	6	6.200000	0.394216	6.594216	0.527786	0.999437	0.393869	0.000347	2.900000	3.294216	1.056574e-07	2.136302e-14	-31.477115	-1796384064
3	5	5	6	6.800000	0.395271	7.195271	0.526816	0.999564	0.395002	0.000269	2.900000	3.295271	1.056574e-07	8.069912e-15	-32.450634	-1796384064
3	5	4	6	1.497897	0.395350	1.893247	0.526816	0.999437	0.395002	0.000347	-1.800000	-1.404650	6.295385e-07	4.395722e-11	-23.847804	-1796384064
2	5	3	6	-1.502939	0.445869	-1.057070	0.505879	0.958891	0.419997	0.025872	-3.900000	-3.454131	2.234944e-05	5.722546e-09	-18.978852	-1796384064
1	5	3	6	2.592159	0.446262	3.038421	0.505556	0.958891	0.420390	0.025872	-0.100000	0.346262	1.331646e-04	7.446485e-12	-25.623279	-1796384064
4	5	6	8	6.900000	0.395015	7.295015	0.527786	0.998143	0.393869	0.001146	2.900000	3.295015	1.056574e-07	6.861248e-15	-32.612887	-1796384064
4	5	5	8	7.800000	0.395097	8.195097	0.527786	0.998009	0.393869	0.001228	3.800000	4.195097	6.295385e-07	1.592987e-15	-34.073166	-1796384064
4	5	4	8	7.600000	0.395176	7.995176	0.527786	0.997882	0.393869	0.001307	4.200000	4.595176	3.750978e-06	2.203655e-15	-33.748659	-1796384064
3	5	6	8	5.700000	0.396148	6.096148	0.526816	0.998143	0.395002	0.001146	1.700000	2.096148	6.295385e-07	4.808294e-14	-30.665849	-1796384064
3	5	5	8	5.997897	0.396230	6.394128	0.526816	0.998009	0.395002	0.001228	2.000000	2.396230	3.750978e-06	2.965348e-14	-31.149197	-1796384064
3	5	4	8	6.212928	0.396309	6.609238	0.526816	0.997882	0.395002	0.001307	2.900000	3.296309	2.234944e-05	2.091956e-14	-31.498092	-1796384064
2	5	3	8	3.201907	0.446869	3.648776	0.505879	0.957336	0.419997	0.026872	0.800000	1.246869	7.934346e-04	2.768782e-12	-26.612614	-1796384064
1	5	3	8	5.521368	0.447262	5.968630	0.505556	0.957336	0.420390	0.026872	3.100000	3.547262	4.727520e-03	6.424886e-14	-30.376012	-1796384064
4	5	8	9	2.600000	0.395261	2.995261	0.527786	0.997743	0.393869	0.001392	-0.900000	-0.504739	1.773282e-08	7.352353e-12	-25.636001	-1796384064
4	5	6	9	7.900000	0.395448	8.295448	0.527786	0.997441	0.393869	0.001579	3.800000	4.195448	6.295385e-07	1.354399e-15	-34.235419	-1796384064
4	5	5	9	8.300000	0.395531	8.695531	0.527786	0.997307	0.393869	0.001662	4.200000	4.595531	3.750978e-06	7.077566e-16	-34.884431	-1796384064
4	5	4	9	8.100000	0.395609	8.495609	0.527786	0.997180	0.393869	0.001740	4.600000	4.995609	2.234944e-05	9.790734e-16	-34.559925	-1796384064
3	5	8	9	6.400000	0.396395	6.796395	0.526816	0.997743	0.395002	0.001392	2.900000	3.296395	1.056574e-07	1.544299e-14	-31.801621	-1796384064
3	5	6	9	6.097897	0.396582	6.494479	0.526816	0.997441	0.395002	0.001579	2.000000	2.396582	3.750978e-06	2.521216e-14	-31.311450	-1796384064
3	5	5	9	6.530324	0.396664	6.926988	0.526816	0.997307	0.395002	0.001662	2.900000	3.296664	2.234944e-05	1.249966e-14	-32.013075	-1796384064
3	5	4	9	6.340627	0.396743	6.737370	0.526816	0.997180	0.395002	0.001740	3.300000	3.696743	1.331646e-04	1.700469e-14	-31.705287	-1796384064
2	5	3	9	3.322490	0.447321	3.769811	0.505879	0.956635	0.419997	0.027324	1.200000	1.647321	4.727520e-03	2.276770e-12	-26.808263	-1796384064
1	5	3	9	5.431746	0.447714	5.879460	0.505556	0.956635	0.420390	0.027324	2.800000	3.247714	2.816797e-02	7.430497e-14	-30.230599	-1796384064
