1	2	1	2	3.200000	0.000163	3.200163	1.000000	0.999735	0.000000	0.000163	-0.900000	-0.899837	1.326332e-03	1.960116e-06	-13.142507	-1714337088
1	2	2	3	3.000000	0.000632	3.000632	1.000000	0.998975	0.000000	0.000632	-0.900000	-0.899368	1.326332e-03	2.711522e-06	-12.818001	-1714337088
1	2	1	3	6.900000	0.000673	6.900673	1.000000	0.998909	0.000000	0.000673	2.900000	2.900673	2.572688e-03	4.842308e-09	-19.145874	-1714337088
1	2	3	5	7.000000	0.002697	7.002697	1.000000	0.995634	0.000000	0.002697	2.900000	2.902697	2.572688e-03	4.117056e-09	-19.308127	-1714337088
1	2	2	5	7.900000	0.002738	7.902738	1.000000	0.995567	0.000000	0.002738	3.800000	3.802738	4.990245e-03	9.558635e-10	-20.768406	-1714337088
1	2	1	5	8.400000	0.002778	8.402778	1.000000	0.995503	0.000000	0.002778	4.200000	4.202778	9.679582e-03	4.246857e-10	-21.579672	-1714337088
1	2	5	8	7.200000	0.006480	7.206480	1.000000	0.989540	0.000000	0.006480	3.800000	3.806480	4.990245e-03	2.976154e-09	-19.632634	-1714337088
1	2	3	8	8.600000	0.007020	8.607020	1.000000	0.988675	0.000000	0.007020	4.600000	4.607020	1.877549e-02	3.069985e-10	-21.904178	-1714337088
1	2	2	8	9.000000	0.007057	9.007057	1.000000	0.988614	0.000000	0.007057	5.000000	5.007057	3.641884e-02	1.604256e-10	-22.553191	-1714337088
1	2	1	8	9.500000	0.007097	9.507097	1.000000	0.988552	0.000000	0.007097	5.400000	5.407097	7.064166e-02	7.127634e-11	-23.364457	-1714337088
1	2	8	14	9.100000	1.608312	10.708312	1.000000	0.073569	0.000000	1.608312	5.000000	6.608312	3.641884e-02	1.363980e-10	-22.715444	-1714337088
1	2	5	14	9.200000	1.611261	10.811261	1.000000	0.073217	0.000000	1.611261	5.700000	7.311261	2.657850e-01	1.159691e-10	-22.877697	-1714337088
1	2	3	14	10.000000	1.611446	11.611446	1.000000	0.073195	0.000000	1.611446	5.900000	7.511446	1.000000e+00	3.166774e-11	-24.175723	-1714337088
1	2	2	14	10.100000	1.611480	11.711480	1.000000	0.073191	0.000000	1.611480	6.000000	7.611480	1.939701e+00	2.692473e-11	-24.337976	-1714337088
1	2	1	14	10.300000	1.611496	11.911496	1.000000	0.073189	0.000000	1.611496	6.100000	7.711496	3.762440e+00	1.946346e-11	-24.662482	-1714337088
